Date,Open,High,Low,Close,Volume,Ticker,Daily Return,5-Day Moving Avg,10-Day Volatility
2015-01-15,76.10926709737892,76.27861835114743,73.26015000307909,73.7682113647461,34134000,META,-0.02923437205858359,75.95784606933594,1.2613415850416676
2015-01-16,73.75825198853597,75.03337991048333,73.5590085005055,74.89391326904297,21791500,META,0.01525998642871862,75.44779510498047,1.1900015232618235
2015-01-20,75.43185702530059,76.01960819655979,74.53528035694089,75.94987487792969,22821600,META,0.01409943161994165,75.35216064453125,1.1584649207993845
2015-01-21,75.87018046739979,77.00584164474272,75.5613549890969,76.44796752929688,25096700,META,0.0065581760624062735,75.40993804931641,1.1641507834546299
2015-01-22,76.87633072357787,77.45412538008188,76.38819752774022,77.35450744628906,19519500,META,0.011858260543614607,75.68289489746094,1.2266899903250439
2015-01-23,77.35450578882764,77.89245174021582,76.74682652524254,77.53382110595703,16746500,META,0.0023180764196899517,76.43601684570312,1.1785693542140048
2015-01-26,77.68325485625574,78.17138806081587,76.99587818018851,77.205078125,19260800,META,-0.004239994576144657,76.89824981689453,1.1525949267611875
2015-01-27,76.4180764513072,76.58742768616695,75.34218460567955,75.49161529541016,20110000,META,-0.022193654500493265,76.80659790039063,1.1675169871278832
2015-01-28,76.6073669681807,77.34454885089346,75.710790299821,75.94987487792969,53306400,META,0.006070337490147626,76.70697937011718,1.1678044756108086
2015-01-29,76.5575531015019,77.72309895350153,73.92759997887427,77.70317840576172,61293500,META,0.023085008772562476,76.77671356201172,1.2771796652533254
2015-01-30,77.70317485715113,77.86256963323663,75.46173712088715,75.62113189697266,42649500,META,-0.02679486928986008,76.39417572021485,0.9802721958639756
2015-02-02,75.82037637835722,75.85026100217722,73.46935636659715,74.70463562011719,41955300,META,-0.012119578930716357,75.89408721923829,1.0141497542451865
2015-02-03,74.9038752998948,75.29239059050177,73.57893464199836,75.11307525634766,26957700,META,0.005467393460125258,75.81837921142578,1.0869746220432075
2015-02-04,74.80424761645692,76.05945491959389,74.72455782606272,75.34219360351562,20277400,META,0.0030503124307721396,75.69684295654297,1.1271630368913952
2015-02-05,75.42189119292077,75.69086798733932,74.92379389992801,75.32227325439453,15062600,META,-0.00026439831611391185,75.22066192626953,1.0784121910312434
2015-02-06,75.39200957526029,75.41193012361464,73.96745095652751,74.18661499023438,21211000,META,-0.015077323281581845,74.93375854492187,1.068402235565794
2015-02-09,73.76821535438067,74.54524594933025,73.17049249639312,74.15673065185547,16194300,META,-0.00040282655277967816,74.82417755126953,1.013292023212428
2015-02-10,74.56516712921535,75.0533003737012,74.21650052601117,74.90387725830078,15811300,META,0.01007523659521814,74.78233795166015,1.0217636401971597
2015-02-11,74.80423961931766,76.45792609908001,74.74447038282142,76.21884155273438,20877400,META,0.01755535684620213,74.95766754150391,1.044057984221059
