Date,Close,High,Low,Open,Volume,MarketCap,SP500_Close,SP500_Return,Stock_Return,Beta,MA5,MA10,MA20,RSI,MACD,Signal_Line,Daily_Return,Volatility,Ticker
,NVDA,NVDA,NVDA,NVDA,NVDA,,,,,,,,,,,,,,
2025-02-11,132.7877960205078,134.4676342706669,131.0079608594355,132.56781502240796,178902400,2941663838208,6068.5,0.00033958278885926063,-0.00576475815446853,0.7697649055144015,129.93204803466796,125.33347244262696,130.8819637298584,40.01120105759519,-1.352103476861771,-1.9426918663255233,-0.00576475815446853,0.05211257830486222,NVDA
2025-02-12,131.12794494628906,132.22784993678553,129.0681367435288,130.00805277951918,160278600,2941663838208,6051.97021484375,-0.0027238667143857365,-0.012500027291381555,0.7696207917913308,131.19393310546874,126.07740478515625,130.85096702575683,38.977247597629926,-1.0698653138723557,-1.7681265558348898,-0.012500027291381555,0.05213173806636574,NVDA
2025-02-13,135.27755737304688,136.487452862588,131.15794096754342,131.54790450828392,197430000,2941663838208,6115.06982421875,0.010426292122230674,0.031645523221289995,0.806878325207879,132.51581420898438,127.1413070678711,130.803470993042,44.94413895297298,-0.5055231371578373,-1.5156058720994794,0.031645523221289995,0.05205617718674681,NVDA
2025-02-14,138.8372344970703,139.23719160158925,135.4875365315285,136.46744211776974,195479600,2941663838208,6114.6298828125,-7.194380749464546e-05,0.026313877875597136,0.7941813324889802,134.3176513671875,129.01913452148438,131.06744651794435,69.70105932459043,0.22634908682445598,-1.1672148803146924,0.026313877875597136,0.05211151873117072,NVDA
2025-02-18,139.38717651367188,143.4268135927519,137.91731045487123,141.25701494818574,219176600,2941663838208,6129.580078125,0.0024449877750611915,0.0039610556821711995,0.7966240135884028,135.4835418701172,131.2929244995117,131.15193824768068,62.443202940113146,0.8410437925585654,-0.7655631457400409,0.0039610556821711995,0.05170472036915916,NVDA
2025-02-19,139.21719360351562,141.34700263351252,137.2073839146051,139.49716663707372,167536000,2941663838208,6144.14990234375,0.0023769693899173827,-0.0012195017820708642,0.8017104336011386,136.76942138671876,133.35073471069336,131.07194557189942,71.15228209790928,1.2994977738185867,-0.3525509618283154,-0.0012195017820708642,0.05147688202707224,NVDA
2025-02-20,140.0971221923828,140.6470746897965,136.7774200315485,140.01712771481476,143903600,2941663838208,6117.52001953125,-0.0043341850761716705,0.006320545372960007,0.7769821911410031,138.5632568359375,134.87859497070312,130.72397727966307,71.09717628106078,1.7140700081191937,0.06077323216118645,0.006320545372960007,0.05047685839781562,NVDA
2025-02-21,134.41763305664062,141.4470007486669,134.01767593596887,140.02711787829398,228217600,2941663838208,6013.1298828125,-0.01706412670256352,-0.04053965596768683,0.7561560001063523,138.39127197265626,135.45354309082032,130.08453559875488,69.02489262472797,1.5662790924480134,0.3618744042185519,-0.04053965596768683,0.05123338393166147,NVDA
2025-02-24,130.2680206298828,138.57725415414035,130.06804206967678,136.5474420161462,251381100,2941663838208,5983.25,-0.00496910650440241,-0.030871042231559453,0.7597128454672233,136.67742919921875,135.49754028320314,129.46759300231935,67.69749610762082,1.1016159410845319,0.5098227115917479,-0.030871042231559453,0.05122265590775119,NVDA
