Date,Close,High,Low,Open,Volume,MarketCap,SP500_Close,SP500_Return,Stock_Return,Beta,MA5,MA10,MA20,RSI,MACD,Signal_Line,Daily_Return,Volatility,Ticker
,TSLA,TSLA,TSLA,TSLA,TSLA,,,,,,,,,,,,,,
2025-02-11,328.5,349.3699951171875,325.1000061035156,345.79998779296875,118543400,797954277376,6068.5,0.00033958278885926063,-0.06338211812502892,0.6344001106595868,358.6680053710937,376.3210021972656,394.0744995117187,18.286344527955265,-14.048954439059287,-6.781278814905923,-0.06338211812502892,0.03267738439483829,TSLA
2025-02-12,336.510009765625,346.3999938964844,329.1199951171875,329.94000244140625,105382700,797954277376,6051.97021484375,-0.0027238667143857365,0.0243835913717656,0.5819575227129966,350.33600463867185,371.06200256347654,391.0820007324219,23.253195383482606,-16.009259846861084,-8.626875021296955,0.0243835913717656,0.03348766039888615,TSLA
2025-02-13,355.94000244140625,358.69000244140625,342.8500061035156,345.0,89441500,797954277376,6115.06982421875,0.010426292122230674,0.05773971683431944,0.4838003709224393,346.6600036621094,366.6280029296875,387.468000793457,33.71285638932628,-15.812699028730492,-10.064039822783663,0.05773971683431944,0.030615552067632303,TSLA
2025-02-14,355.8399963378906,362.0,347.5,360.6199951171875,68277300,797954277376,6114.6298828125,-7.194380749464546e-05,-0.0002809633725618932,0.4695736115950613,345.50400390625,361.752001953125,384.5690002441406,35.86532670284865,-15.48647438427929,-11.14852673508279,-0.0002809633725618932,0.030093241984681662,TSLA
2025-02-18,354.1099853515625,359.1000061035156,350.0199890136719,355.010009765625,51631700,797954277376,6129.580078125,0.0024449877750611915,-0.004861766535893763,0.4226668523111456,346.17999877929685,358.7950012207031,380.9494995117187,35.032668470330435,-15.192407811219368,-11.957302950310106,-0.004861766535893763,0.028768541066398864,TSLA
2025-02-19,360.55999755859375,367.3399963378906,353.6700134277344,354.0,67094400,797954277376,6144.14990234375,0.0023769693899173827,0.018214714280444966,0.43270696626324595,352.5919982910156,355.6300018310547,377.7739990234375,40.11635907077612,-14.274350031637539,-12.420712366575593,0.018214714280444966,0.029397019966230172,TSLA
2025-02-20,354.3999938964844,362.29998779296875,348.0,361.510009765625,45965400,797954277376,6117.52001953125,-0.0043341850761716705,-0.01708454543992588,0.46921744706533786,356.1699951171875,353.2529998779297,374.7384994506836,33.53903931852274,-13.883799641402504,-12.713329821540976,-0.01708454543992588,0.029313339280065742,TSLA
2025-02-21,337.79998779296875,354.9800109863281,334.4200134277344,353.44000244140625,74058600,797954277376,6013.1298828125,-0.01706412670256352,-0.046839747148427646,0.5384135813195596,352.5419921875,349.6009979248047,371.0094985961914,27.974149823875962,-14.743809940599647,-13.11942584535271,-0.046839747148427646,0.03060334448990449,TSLA
2025-02-24,330.5299987792969,342.3999938964844,324.70001220703125,338.1400146484375,76052300,797954277376,5983.25,-0.00496910650440241,-0.021521578674915554,0.5424183970103921,347.47999267578126,346.49199829101565,367.20699920654295,30.741363177260027,-15.829528700997457,-13.66144641648166,-0.021521578674915554,0.030707416684525,TSLA
2025-02-25,302.79998779296875,328.8900146484375,297.25,327.0199890136719,134228800,797954277376,5955.25,-0.004679730915472358,-0.0838955952220366,0.549708070464171,337.2179931640625,341.69899597167966,362.4894989013672,21.559900466005004,-18.711850216446408,-14.67152717647461,-0.0838955952220366,0.03482011305722388,TSLA
