Date,Close,High,Low,Open,Volume,MarketCap,SP500_Close,SP500_Return,Stock_Return,Beta,MA5,MA10,MA20,RSI,MACD,Signal_Line,Daily_Return,Volatility,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,,
2025-02-06,232.9638671875,233.54323203112875,230.17692277145878,231.0359788855247,29925300,3591333740544,6083.56982421875,0.003644298722618622,0.003226221483410008,0.29591553422034855,232.24465637207032,232.77906494140626,231.93599014282228,55.49889785627287,-1.514058339684226,-2.1000086927860244,0.003226221483410008,0.02034336776534041,AAPL
2025-02-07,227.3800048828125,233.74300400322835,227.0104008794231,232.3445476829273,39707200,3591333740544,6025.990234375,-0.009464770111542897,-0.023968791264069034,0.3428836722333634,230.57249450683594,233.26353302001954,231.1833183288574,47.60057945444688,-1.8151503415791126,-2.043037022544642,-0.023968791264069034,0.020915707615291688,AAPL
2025-02-10,227.64999389648438,230.58999633789062,227.1999969482422,229.57000732421875,33115600,3591333740544,6066.43994140625,0.006712541085862833,0.0011873911860060815,0.27440603562797994,230.55057678222656,233.06777801513672,230.73632431030273,56.277155862895654,-2.008825574547643,-2.0361947329452423,0.0011873911860060815,0.020328398158184418,AAPL
2025-02-11,232.6199951171875,235.22999572753906,228.1300048828125,228.1999969482422,53718400,3591333740544,6068.5,0.00033958278885926063,0.021831765227118938,0.2532814704725227,230.56571044921876,232.52994537353516,230.66019592285156,59.89997906896342,-1.7412054964521246,-1.9771968856466189,0.021831765227118938,0.02087637466012042,AAPL
2025-02-12,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300,3591333740544,6051.97021484375,-0.0027238667143857365,0.018270140526221557,0.21973559628773473,231.49677124023438,232.30723266601564,230.8525062561035,63.53254921314823,-1.1726575093806844,-1.8162890103934322,0.018270140526221557,0.021238617602154973,AAPL
2025-02-13,241.52999877929688,242.33999633789062,235.57000732421875,236.91000366210938,53614100,3591333740544,6115.06982421875,0.010426292122230674,0.01967325435120615,0.19053213677971098,233.20999755859376,232.72732696533203,231.04856872558594,67.75311091417679,-0.34211212755380416,-1.5214536338255067,0.01967325435120615,0.02123849376906089,AAPL
2025-02-14,244.60000610351562,245.5500030517578,240.99000549316406,241.25,40896200,3591333740544,6114.6298828125,-7.194380749464546e-05,0.012710666748373622,0.14909111162813626,236.65399780273438,233.61324615478514,231.87810363769532,65.14557258220154,0.5573996490579702,-1.1056829772488115,0.012710666748373622,0.018986032386227435,AAPL
2025-02-18,244.47000122070312,245.17999267578125,241.83999633789062,244.14999389648438,48822500,3591333740544,6129.580078125,0.0024449877750611915,-0.0005314999164697243,0.1390997950215814,240.01799926757812,235.28428802490234,232.6152328491211,57.84754889915835,1.245422450349281,-0.635461891729193,-0.0005314999164697243,0.018985717700851702,AAPL
2025-02-19,244.8699951171875,246.00999450683594,243.16000366210938,244.66000366210938,32204200,3591333740544,6144.14990234375,0.0023769693899173827,0.001636167605379324,0.28880748974002524,242.46799926757814,236.51685485839843,233.73895874023438,57.12085718835203,1.8021871502218687,-0.14793208333898064,0.001636167605379324,0.01710024552130613,AAPL
2025-02-20,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900,3591333740544,6117.52001953125,-0.0043341850761716705,0.003920475080696484,0.29131380820039965,244.26000061035157,237.87838592529297,234.85125045776368,60.69923204618938,2.294442796524862,0.34054289263378795,0.003920475080696484,0.017101540664825214,AAPL
2025-02-21,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400,3591333740544,6013.1298828125,-0.01706412670256352,-0.001138993520771736,0.3093352900545632,245.06400146484376,239.13699951171876,235.9580322265625,62.7661792712303,2.631629593467636,0.7987602328005576,-0.001138993520771736,0.017108351935243304,AAPL
2025-02-24,247.10000610351562,248.86000061035156,244.4199981689453,244.92999267578125,51326400,3591333740544,5983.25,-0.00496910650440241,0.00631237235794746,0.3005436891786748,245.56400146484376,241.10899963378907,237.1862663269043,80.23129014161906,2.98946416963463,1.236901020167372,0.00631237235794746,0.016983669513706057,AAPL
2025-02-25,247.0399932861328,250.0,244.91000366210938,248.0,48013300,3591333740544,5955.25,-0.004679730915472358,-0.0002428685386501872,0.5422659003573591,246.0779998779297,243.0479995727539,238.05788879394532,76.58516763978938,3.2309635795510587,1.6357135320441094,-0.0002428685386501872,0.01583501126554847,AAPL
2025-02-26,240.36000061035156,244.97999572753906,239.1300048828125,244.3300018310547,44433600,3591333740544,5956.06005859375,0.00013602428004699796,-0.027040126527384523,0.40317683396533877,245.1760009765625,243.8220001220703,238.17597274780275,62.11628946848762,2.8504755125622694,1.8786659281477416,-0.027040126527384523,0.015285113694144708,AAPL
2025-02-27,237.3000030517578,242.4600067138672,237.05999755859375,239.41000366210938,41153600,3591333740544,5861.56982421875,-0.015864553655509872,-0.012730893454915293,0.4497037507687407,243.47000122070312,243.86500091552733,238.08611679077148,56.03517298296271,2.2757859054033247,1.9580899235988583,-0.012730893454915293,0.015535666108824725,AAPL
2025-02-28,241.83999633789062,242.08999633789062,230.1999969482422,236.9499969482422,56833400,3591333740544,5954.5,0.01585414463498891,0.019131872009047424,0.5397538169224508,242.72799987792968,243.89600067138673,238.31166381835936,70.72819585842926,2.1617603396522895,1.9988240068095446,0.019131872009047424,0.01601945697135699,AAPL
2025-03-03,238.02999877929688,244.02999877929688,236.11000061035156,241.7899932861328,47184000,3591333740544,5849.72021484375,-0.0175967394669998,-0.01575420780800274,0.5693408016089885,240.91399841308595,243.23899993896484,238.426123046875,63.508590909704694,1.7438571955475481,1.9478306445571454,-0.01575420780800274,0.01637461732555268,AAPL
2025-03-04,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53798100,3591333740544,5778.14990234375,-0.012234826602200433,-0.00882244302938795,0.5893687175689709,238.69199829101564,242.38499908447267,238.8346435546875,54.655409076978934,1.229045331418149,1.8040735819293463,-0.00882244302938795,0.014444266785448173,AAPL
2025-03-05,235.74000549316406,236.5500030517578,229.22999572753906,235.4199981689453,47227600,3591333740544,5842.6298828125,0.011159277893187936,-0.0008052693108767661,0.5214305414674364,237.76799926757812,241.4720001220703,238.9944274902344,48.20579640059329,0.7965408155362468,1.6025670286507265,-0.0008052693108767661,0.013728389235044344,AAPL
2025-03-06,235.3300018310547,237.86000061035156,233.16000366210938,234.44000244140625,45170400,3591333740544,5738.52001953125,-0.017819007085749905,-0.0017392197020257294,0.5118206254253319,237.3739990234375,240.4220001220703,239.15019302368165,38.619684842211036,0.4158997680469838,1.3652335765299781,-0.0017392197020257294,0.013731278279347612,AAPL
2025-03-07,239.07000732421875,241.3699951171875,234.75999450683594,235.11000061035156,46245700,3591333740544,5770.2001953125,0.00552061780274804,0.015892599600832114,0.5333791792952096,236.82000122070312,239.7740005493164,239.45550003051758,40.09316006145065,0.411285143194732,1.174443889862929,0.015892599600832114,0.014137291559542697,AAPL
