Date,Close,High,Low,Open,Volume,MarketCap,SP500_Close,SP500_Return,Stock_Return,Beta,MA5,MA10,MA20,RSI,MACD,Signal_Line,Daily_Return,Volatility,Ticker
,MSFT,MSFT,MSFT,MSFT,MSFT,,,,,,,,,,,,,,
2025-02-06,414.9879150390625,417.36315732347487,413.1715497090401,413.1715497090401,16309800,2923858493440,6083.56982421875,0.003644298722618622,0.0061215987141365336,0.4613353703448037,412.66456909179686,424.20941162109375,425.56170043945315,45.09521184249726,-2.32729018134512,0.4224173383717711,0.0061215987141365336,0.020709420358576997,MSFT
2025-02-07,408.9300537109375,417.8122379259866,407.2833615993766,415.6465973451397,22886800,2923858493440,6025.990234375,-0.009464770111542897,-0.014597681302489951,0.48005998517073484,411.6046936035156,420.7852783203125,424.8226821899414,39.397277173194695,-3.128193277279024,-0.287704784758388,-0.014597681302489951,0.02089146064178792,MSFT
2025-02-10,411.3951110839844,414.62861779989964,410.0977246861568,412.8821197108573,20817900,2923858493440,6066.43994140625,0.006712541085862833,0.006028066048648473,0.47957070241368,411.8641723632812,418.5557495117188,424.4868560791016,41.23412899781971,-3.523389778211822,-0.9348417834490749,0.006028066048648473,0.02076944584217196,MSFT
2025-02-11,410.6166687011719,411.6645553606299,408.48093644203584,408.8202828688126,18140600,2923858493440,6068.5,0.00033958278885926063,-0.0018922013457121079,0.47958145787808837,411.6785461425781,414.9869049072266,424.1999313354492,27.113504223807226,-3.8549620442016135,-1.5188658355995825,-0.0018922013457121079,0.020754801265513746,MSFT
2025-02-12,408.2214660644531,409.92803560329327,403.56079794352274,406.3951110778186,19121700,2923858493440,6051.97021484375,-0.0027238667143857365,-0.005833184133257507,0.48192662765394956,410.8302429199219,411.66456909179686,423.8690933227539,25.799848501040373,-4.261879989496492,-2.0674686663789648,-0.005833184133257507,0.020778093849707364,MSFT
2025-02-13,409.7184753417969,410.17754630619044,405.54681680905935,406.185550721702,23891700,2923858493440,6115.06982421875,0.010426292122230674,0.003667149823785687,0.4038214656090967,409.77635498046874,411.2204620361328,423.08217163085936,28.14296395992224,-4.412702369076214,-2.536515406918415,0.003667149823785687,0.019882410302348094,MSFT
2025-02-14,407.6126708984375,408.0917213200678,405.06778596420224,406.9739674594389,22758500,2923858493440,6114.6298828125,-7.194380749464546e-05,-0.005139637507443728,0.40464683893790143,409.51287841796875,410.5587860107422,422.2762878417969,31.1444843344197,-4.648565244638007,-2.958925374462334,-0.005139637507443728,0.01989065143854263,MSFT
2025-02-18,408.8202819824219,409.7783523938356,405.6865508328786,407.18354917543536,21423100,2923858493440,6129.580078125,0.0024449877750611915,0.002962643632550943,0.3849936303208705,408.99791259765624,410.43104248046876,421.30872802734376,17.54242622347816,-4.684049345633412,-3.3039501686965496,0.002962643632550943,0.019717686678083324,MSFT
2025-02-19,413.94000244140625,414.6585628844229,406.8342549807474,407.06380569744374,24114200,2923858493440,6144.14990234375,0.0023769693899173827,0.012523156713649897,0.399324325672642,409.66257934570314,410.6705627441406,420.62360229492185,26.290493658019173,-4.250060050874481,-3.493172145132136,0.012523156713649897,0.01998842211628143,MSFT
2025-02-20,416.1300048828125,419.30999755859375,412.5400085449219,415.2900085449219,23508700,2923858493440,6117.52001953125,-0.0043341850761716705,0.005290627696018069,0.33201626335024786,411.244287109375,411.0372650146484,419.16474609375,52.99384427632689,-3.6869051659127763,-3.5319187492882644,0.005290627696018069,0.017388327263507326,MSFT
